Year	Age	Canada	Denmark	EnglandandWales	Finland	Netherlands	Norway	Scotland	SouthKorea	Sweden	Taiwan	USA
6	4	0.153960049	0.174427633	0.187528499	0.17331845	0.213499984	0.176282903	0.214888394	0.150931679	0.18944297	0.160344849	0.166056194
7	1	0.002201082	0.002515868	0.002134259	0.002573607	0.002070015	0.001706869	0.002676671	0.001966931	0.001904811	0.002837112	0.003337797
7	2	0.015034694	0.018856949	0.015814934	0.016243079	0.015676477	0.016153698	0.021347244	0.013808891	0.014978926	0.018107527	0.018899291
7	3	0.042076999	0.05029895	0.051593265	0.042211037	0.051005448	0.052077816	0.066090479	0.043384392	0.048957115	0.055368542	0.051380675
7	4	0.1511286	0.182356161	0.182526729	0.16042386	0.219149705	0.188906743	0.222499024	0.153033517	0.203797773	0.147049522	0.166270737
8	1	0.002150215	0.002217375	0.002183146	0.002603532	0.001849401	0.001767829	0.00311788	0.001880606	0.001719387	0.002837112	0.003272887
8	2	0.015331829	0.01869226	0.016137876	0.016077334	0.015113428	0.014107563	0.022204945	0.014358748	0.014788112	0.016684793	0.019073513
8	3	0.043028463	0.059068175	0.052310488	0.047808916	0.048967434	0.047248019	0.06253549	0.047379173	0.049046128	0.048857869	0.050537566
8	4	0.149358944	0.188082321	0.179268	0.166491902	0.206958202	0.202432286	0.209963868	0.167466455	0.202180331	0.153136539	0.166020437
9	1	0.002200514	0.002501654	0.002117498	0.002618495	0.002037157	0.002087867	0.002720791	0.001979095	0.001997523	0.002711284	0.003395338
9	2	0.015512705	0.019515707	0.017069794	0.015994461	0.015113428	0.015076784	0.020584842	0.014153435	0.014597298	0.017557834	0.019247735
9	3	0.04344271	0.056420862	0.051125511	0.049321857	0.048967434	0.053757746	0.055263921	0.047944659	0.049491193	0.049581277	0.049592834
9	4	0.147235357	0.198213219	0.180328981	0.16611265	0.203835987	0.197923771	0.196085659	0.160333317	0.188634249	0.145928229	0.164903026
10	1	0.002108057	0.002942286	0.00209515	0.002513755	0.00198083	0.002011667	0.002706084	0.001913497	0.001710959	0.002738247	0.003356807
10	2	0.015263725	0.018939294	0.01591643	0.015165732	0.015735746	0.012599884	0.019250639	0.013671844	0.01435878	0.017493165	0.018795137
10	3	0.043006375	0.054435377	0.048677598	0.042664919	0.046874338	0.044938115	0.061081176	0.047993088	0.049669219	0.051028093	0.048813711
10	4	0.142634252	0.18103474	0.172295835	0.155493576	0.187927563	0.166815024	0.194294923	0.164579218	0.173875084	0.137598627	0.162695022
11	1	0.002069858	0.002387943	0.002173368	0.002334202	0.002187362	0.00156971	0.00263255	0.001916289	0.001727815	0.002756222	0.003310202
11	2	0.015128461	0.015727848	0.014956831	0.013839767	0.01576538	0.012384501	0.019917741	0.013725354	0.013786337	0.017234486	0.018819755
11	3	0.042505326	0.051953521	0.047227561	0.045236918	0.045166812	0.043468177	0.055102331	0.049324885	0.04121299	0.052252322	0.048226546
11	4	0.139448872	0.177951423	0.162860677	0.147908524	0.181683134	0.160503104	0.18534124	0.159423481	0.184590642	0.154418016	0.156464339
12	1	0.002116071	0.002387943	0.002049056	0.002214499	0.001905728	0.001493511	0.003088466	0.001824173	0.001862669	0.002756222	0.003204591
12	2	0.014797432	0.017292399	0.015224411	0.015580097	0.014994891	0.01389218	0.023443848	0.013350783	0.014883519	0.017299155	0.018151273
12	3	0.041466673	0.053277178	0.047087235	0.042664919	0.048692026	0.044308142	0.053809607	0.046273861	0.049313167	0.050249038	0.048049644
12	4	0.136971354	0.170903842	0.162519647	0.149425534	0.189414331	0.160052253	0.167881558	0.152751351	0.168820576	0.137918996	0.154461939
13	1	0.002187971	0.002032594	0.001662152	0.002334202	0.001807156	0.00160019	0.002353117	0.001888375	0.001913239	0.002768206	0.003241405
13	2	0.014744532	0.017621778	0.012963817	0.014999987	0.014935623	0.013676797	0.020013041	0.013792242	0.012832265	0.016846467	0.018359582
13	3	0.041415651	0.047817094	0.041193535	0.043572683	0.044450752	0.042628212	0.050093028	0.045087352	0.045218572	0.0474667	0.047055981
13	4	0.134847767	0.172225264	0.142474673	0.168008913	0.167856185	0.157797995	0.159823243	0.153256815	0.166596593	0.152335616	0.152727717
14	1	0.002136755	0.002430584	0.00196106	0.002513755	0.001957361	0.001478271	0.003059052	0.001884188	0.001609818	0.002825128	0.003255247
14	2	0.014040661	0.017704123	0.014772292	0.016657444	0.015113428	0.015938315	0.021156643	0.01391264	0.014120262	0.016749463	0.018554635
14	3	0.039417914	0.048313466	0.045418912	0.040698096	0.044285508	0.03863838	0.053163246	0.042254258	0.045485611	0.050082098	0.046246748
14	4	0.130246662	0.175749054	0.155206452	0.164974892	0.169937661	0.161855658	0.191161134	0.139002718	0.170235838	0.14288472	0.150457138
15	1	0.002100042	0.002274231	0.002322822	0.002513755	0.001957361	0.00158495	0.003073759	0.001923741	0.0017531	0.002759218	0.003239162
15	2	0.01457886	0.017457088	0.017060567	0.014668495	0.014965257	0.014646019	0.018678838	0.013032629	0.015169741	0.018754224	0.018208085
15	3	0.04097247	0.046493438	0.05181155	0.043875271	0.045497301	0.040738292	0.051547342	0.040784303	0.044506468	0.050026451	0.047473771
15	4	0.139802803	0.17178479	0.179419568	0.151321797	0.168302216	0.151486076	0.165195453	0.131536057	0.164170429	0.138719919	0.150770013
16	1	0.002158924	0.001862027	0.002195717	0.00258857	0.001962055	0.00163067	0.002779619	0.001925122	0.001694102	0.002585457	0.003171483
16	2	0.01420982	0.017292399	0.015519673	0.015497224	0.013957695	0.011199897	0.021442544	0.012564364	0.015122037	0.017105146	0.018049013
16	3	0.040006152	0.043680667	0.047726499	0.042967507	0.045717626	0.039688336	0.053971198	0.04148671	0.042014106	0.049024809	0.046295678
16	4	0.131662387	0.142273044	0.159374594	0.160803113	0.16384191	0.154191184	0.160270927	0.139320811	0.153657051	0.130390317	0.145585227
17	1	0.002130546	0.002274231	0.002009947	0.002453904	0.001825931	0.001447791	0.002470773	0.001952112	0.001576105	0.002672337	0.003191357
17	2	0.014296614	0.016551296	0.015021419	0.015248605	0.01540977	0.012599884	0.020775443	0.01345036	0.013357004	0.015553072	0.017535815
17	3	0.040144364	0.046493438	0.045652789	0.041605861	0.040980619	0.038428388	0.060273224	0.042583847	0.042815222	0.048190108	0.04642365
17	4	0.127061282	0.154606311	0.153084489	0.148287776	0.150163638	0.128492653	0.158032506	0.129425318	0.141324051	0.124623669	0.145987495
18	1	0.002166147	0.002459012	0.001645391	0.002573607	0.001962055	0.001371591	0.002603136	0.001748805	0.001618247	0.002534526	0.003268528
18	2	0.014311818	0.017374744	0.013831147	0.013591148	0.014046598	0.012061427	0.018964739	0.012681906	0.013643226	0.014777035	0.017829341
18	3	0.04011543	0.041695183	0.040928474	0.043875271	0.042357656	0.041158274	0.048477124	0.039057947	0.03729642	0.046353764	0.045407403
18	4	0.127415213	0.149320625	0.132812162	0.144115997	0.158192189	0.146075859	0.152212612	0.12889343	0.152241789	0.137438442	0.145871284
19	1	0.002064538	0.002174733	0.002145433	0.002199536	0.001825931	0.001356351	0.003029638	0.001858136	0.001938524	0.002744239	0.003265422
19	2	0.014017855	0.015151435	0.015713438	0.013591148	0.015202331	0.012169119	0.020394242	0.012684959	0.012450636	0.015650077	0.017655119
19	3	0.039461315	0.04467341	0.046744215	0.039639038	0.044010101	0.040318309	0.05090098	0.039331337	0.039966808	0.0474667	0.044699794
19	4	0.125291626	0.137427832	0.150924634	0.133496924	0.148379515	0.137509682	0.162509348	0.127593283	0.146176379	0.134074564	0.139497573
20	1	0.002087722	0.002174733	0.002067214	0.002184573	0.001732053	0.001722109	0.002941396	0.00183813	0.001643532	0.002525539	0.003126066
20	2	0.01328009	0.018445225	0.015501219	0.014005512	0.013453914	0.013569106	0.017725836	0.012307335	0.013261597	0.016232105	0.017104048
20	3	0.037376388	0.040536983	0.045621606	0.041151978	0.04136619	0.040108318	0.048961895	0.03777458	0.040144834	0.043181898	0.043295869
20	4	0.12352197	0.152844415	0.145468157	0.131600661	0.145108624	0.156445441	0.15624177	0.12575955	0.149613445	0.123662561	0.138576826
21	1	0.002118003	0.002302659	0.001713832	0.002199536	0.001971442	0.001478271	0.00297081	0.001817194	0.001626675	0.002738247	0.003156077
21	2	0.013675737	0.019680397	0.01259474	0.01218231	0.01469855	0.012599884	0.019250639	0.012922702	0.013118486	0.015844086	0.017437342
21	3	0.038292072	0.041364268	0.038418194	0.042059743	0.039107849	0.040318309	0.049769847	0.040583459	0.042993248	0.044628714	0.043612034
21	4	0.121398384	0.14183257	0.116783761	0.139564966	0.151799083	0.137509682	0.145945034	0.127174851	0.135056461	0.124303299	0.138719855
22	1	0.002093833	0.002245803	0.002121688	0.001780577	0.001778992	0.00161543	0.002926689	0.001831151	0.001626675	0.002582461	0.00316348
22	2	0.013005131	0.016304262	0.015611942	0.013425402	0.014224403	0.011846045	0.018964739	0.012976212	0.013213894	0.015553072	0.016854077
22	3	0.036686106	0.048313466	0.04513826	0.039790332	0.039768827	0.045358098	0.052840065	0.038888446	0.040589899	0.046687645	0.043318452
22	4	0.111488311	0.135665936	0.150356251	0.134634682	0.148379515	0.14652671	0.16922461	0.121311463	0.137684805	0.118216282	0.135832465
23	1	0.002137006	0.002174733	0.002036485	0.00248383	0.001652256	0.001752589	0.003206122	0.00179137	0.00160139	0.002741243	0.003219098
23	2	0.013427386	0.017951157	0.014633889	0.014254131	0.01540977	0.012599884	0.01953654	0.011455685	0.012736858	0.015908756	0.017338869
23	3	0.037551155	0.047320723	0.043360795	0.038126098	0.044395671	0.042628212	0.050093028	0.038952772	0.041034964	0.047188466	0.043871742
23	4	0.110426518	0.153725363	0.138685453	0.127808135	0.147487454	0.139313087	0.134305246	0.117014493	0.138089166	0.13839955	0.13614534
24	1	0.002158705	0.001790957	0.002014137	0.002693309	0.001727359	0.00161543	0.002706084	0.001783698	0.001415966	0.00298391	0.003224031
24	2	0.012960148	0.016221917	0.014172543	0.016491698	0.014076232	0.013676797	0.019917741	0.013243763	0.013404708	0.01726682	0.016990425
24	3	0.036468326	0.042853382	0.041349453	0.041757155	0.040925538	0.035908494	0.050577799	0.038162012	0.038631614	0.049859511	0.042460288
24	4	0.110072587	0.142713518	0.136487705	0.125153366	0.142581117	0.13705883	0.141915877	0.120098349	0.141930592	0.148811553	0.135170958
25	1	0.002061844	0.002359515	0.002001566	0.002289313	0.001802462	0.00166115	0.00263255	0.001698065	0.001390681	0.002798165	0.003206799
25	2	0.013043457	0.014986746	0.014513939	0.013922639	0.013513183	0.014322945	0.019250639	0.012595049	0.011925897	0.015747082	0.01722714
25	3	0.03646148	0.041529726	0.041817207	0.03857998	0.040319642	0.043468177	0.049285076	0.037871397	0.039343718	0.047744934	0.042576968
25	4	0.115381554	0.129058829	0.129780786	0.131600661	0.142283764	0.13390287	0.154003349	0.113814056	0.13424774	0.142243982	0.134241272
26	1	0.002088071	0.002217375	0.001889825	0.002573607	0.002074708	0.00164591	0.002441359	0.001846316	0.001727815	0.002873062	0.003207263
26	2	0.012591108	0.01696302	0.014901469	0.016325952	0.015795014	0.014107563	0.019822441	0.012676614	0.014549594	0.017202151	0.017037768
26	3	0.035502008	0.039709698	0.039915007	0.042211037	0.041200945	0.038008406	0.046214858	0.037530448	0.041034964	0.048357048	0.043246938
26	4	0.115027623	0.14755873	0.136525598	0.138427208	0.165774709	0.134353722	0.167881558	0.109340549	0.140110969	0.14048195	0.134849143
27	1	0.002093042	0.002160519	0.001987599	0.002154648	0.001821237	0.00155447	0.002441359	0.001849783	0.001567676	0.002717276	0.003211113
27	2	0.012749493	0.018198191	0.014283266	0.01276242	0.012446353	0.014538328	0.018297637	0.012350565	0.013118486	0.016005761	0.017113517
27	3	0.035807365	0.040867897	0.040039741	0.040546802	0.043349123	0.036118485	0.052355294	0.035456927	0.039343718	0.045018242	0.042467816
27	4	0.114673692	0.144475413	0.128568236	0.120981587	0.145852009	0.126238396	0.145049666	0.120616304	0.130406313	0.140001396	0.133687036
28	1	0.00206533	0.001989952	0.001949886	0.002423978	0.002055933	0.001752589	0.002691377	0.001722976	0.001592961	0.002729259	0.003177796
28	2	0.012851177	0.015316125	0.013268305	0.012430928	0.013157573	0.013138341	0.017344636	0.011830562	0.013595522	0.015488403	0.017287738
28	3	0.036068934	0.043184296	0.038761214	0.037672216	0.03949342	0.042628212	0.052840065	0.0372817	0.034626032	0.045073888	0.043416313
28	4	0.111488311	0.142273044	0.129022942	0.127808135	0.141391702	0.126238396	0.147735771	0.11276773	0.133439018	0.127987547	0.13464354
29	1	0.002071344	0.002459012	0.001933125	0.002079833	0.001924503	0.001432551	0.002676671	0.001715309	0.00160139	0.002747235	0.003128692
29	2	0.012892989	0.016139572	0.014606208	0.012845292	0.014105866	0.011738354	0.019155339	0.011665213	0.012259822	0.015811751	0.016863546
29	3	0.035989365	0.040867897	0.039291335	0.040698096	0.039548501	0.03695845	0.044275773	0.036491213	0.036495304	0.046409411	0.042494163
29	4	0.109010793	0.144034939	0.122505484	0.127049629	0.139012873	0.128492653	0.131619141	0.109786874	0.136067363	0.132312533	0.134536268
30	1	0.002212737	0.002245803	0.001931728	0.002259387	0.001807156	0.00152399	0.003147294	0.001904203	0.001407537	0.002636387	0.003181838
30	2	0.012791305	0.017127709	0.01334212	0.013176784	0.014461476	0.013246032	0.015629232	0.011975847	0.014454187	0.016361444	0.016854077
30	3	0.035727796	0.044507953	0.038870356	0.03857998	0.040484886	0.038428388	0.048961895	0.038338843	0.039521744	0.046576351	0.04265601
30	4	0.118213003	0.135225463	0.122126562	0.119843829	0.129794907	0.113614557	0.135200614	0.113641194	0.134854281	0.120458867	0.132471293
31	1	0.00203584	0.002245803	0.001898206	0.002423978	0.001844707	0.001706869	0.002661964	0.001816271	0.00155082	0.002708288	0.003190259
31	2	0.01259934	0.013257506	0.013572793	0.013093911	0.016209893	0.012815267	0.019155339	0.012310358	0.012212118	0.015650077	0.016793478
31	3	0.035182959	0.047155266	0.040164476	0.034495041	0.038171464	0.037378432	0.051385751	0.036159379	0.037652472	0.045240829	0.041794082
31	4	0.111488311	0.140511148	0.128037745	0.123257103	0.133660505	0.129394356	0.151317244	0.117281061	0.132630297	0.120779237	0.130683436
32	1	0.001988138	0.002103664	0.002032295	0.002678347	0.001750829	0.001356351	0.002529601	0.001679021	0.001559248	0.002585457	0.003151917
32	2	0.012568932	0.017292399	0.014052593	0.013425402	0.013365012	0.012169119	0.020203641	0.011451173	0.0119736	0.015553072	0.016632513
32	3	0.035240827	0.045335238	0.040180068	0.041454567	0.039989153	0.039268353	0.046376448	0.037290291	0.037563459	0.044851301	0.041771499
32	4	0.112904036	0.138308779	0.133570006	0.128187387	0.143473179	0.137960533	0.130723773	0.11069671	0.135056461	0.119017205	0.131461154
33	1	0.002123546	0.002245803	0.002035089	0.002124722	0.001671032	0.001676389	0.002720791	0.001754861	0.001592961	0.002642379	0.003168904
33	2	0.012960148	0.014986746	0.014237131	0.012845292	0.014165135	0.013030649	0.016677534	0.012551256	0.013404708	0.015908756	0.017092686
33	3	0.036468326	0.043680667	0.041396228	0.039941626	0.038887523	0.037588424	0.047345991	0.03746686	0.036406291	0.043571425	0.042927009
33	4	0.112196174	0.140511148	0.128037745	0.144115997	0.144067886	0.144272453	0.144601982	0.111720651	0.137280445	0.1263857	0.129852082
34	1	0.002047369	0.002217375	0.001975028	0.002678347	0.001962055	0.001432551	0.00263255	0.001746251	0.001609818	0.002669342	0.003156277
34	2	0.012919281	0.015151435	0.014117181	0.013591148	0.01377989	0.015615241	0.018107037	0.012041544	0.011401157	0.015423733	0.016980956
34	3	0.036091021	0.040206069	0.040866107	0.036007981	0.038612116	0.037168441	0.045406906	0.035409645	0.035249123	0.042792371	0.042302205
34	4	0.113257967	0.136987358	0.128568236	0.141840482	0.138864196	0.13390287	0.13475293	0.110531075	0.125958346	0.116294066	0.133195375
35	1	0.002133395	0.002316873	0.001683103	0.002319239	0.001807156	0.002011667	0.002617843	0.001751815	0.001854241	0.002702296	0.003230333
35	2	0.013095727	0.013257506	0.012161075	0.013674021	0.014076232	0.012707575	0.017630536	0.011840818	0.013690929	0.015391398	0.017047236
35	3	0.036817084	0.042687925	0.036017057	0.039487744	0.038336708	0.039688336	0.050254618	0.038388305	0.037385433	0.045129535	0.042050026
35	4	0.112196174	0.129058829	0.113108218	0.127428882	0.140945672	0.137509682	0.132962194	0.1197309	0.144356756	0.123502376	0.132703715
36	1	0.002058898	0.002387943	0.002032295	0.002229462	0.001994912	0.001463031	0.002559015	0.001781363	0.00165196	0.002783186	0.003158821
36	2	0.012663014	0.014986746	0.01418177	0.014419877	0.014105866	0.012492193	0.017630536	0.012484306	0.013404708	0.016523118	0.017300994
36	3	0.035516863	0.040867897	0.040086517	0.043118801	0.040319642	0.040948283	0.049123485	0.037515432	0.039076679	0.04418354	0.042614607
36	4	0.115381554	0.135665936	0.137283442	0.135013934	0.142283764	0.136607979	0.142363561	0.116574169	0.127373608	0.123182007	0.133231132
37	1	0.002191485	0.00241637	0.001934521	0.002079833	0.001905728	0.00163067	0.00248548	0.001825569	0.001626675	0.002684321	0.003145176
37	2	0.013513866	0.015398469	0.014292493	0.016160207	0.013394646	0.013461415	0.018583538	0.012414355	0.011591972	0.01619977	0.017562327
37	3	0.037841657	0.044507953	0.040959658	0.039639038	0.041421271	0.034858538	0.04314464	0.038210441	0.03880964	0.04607553	0.042230692
37	4	0.11113438	0.136546884	0.131789073	0.143357492	0.150163638	0.157347144	0.162509348	0.115852447	0.138493527	0.133914379	0.134321725
38	1	0.002163899	0.001890454	0.002026708	0.002079833	0.0020043	0.00164591	0.00248548	0.001740431	0.001500249	0.002828124	0.003159203
38	2	0.01340458	0.01696302	0.014126408	0.014088385	0.014580013	0.012384501	0.019155339	0.012467865	0.013929447	0.017072811	0.017268801
38	3	0.037594556	0.045666152	0.043516713	0.038277392	0.041641597	0.03863838	0.047992353	0.038113583	0.038453589	0.047132819	0.042878078
38	4	0.116797279	0.152403942	0.139519082	0.141840482	0.148082162	0.13390287	0.152660296	0.120603813	0.145165477	0.128468101	0.136601244
39	1	0.002177359	0.002260017	0.002000169	0.002109759	0.002145117	0.001920228	0.002750205	0.001759971	0.001626675	0.002624403	0.00313751
39	2	0.013543645	0.014657367	0.014477031	0.015248605	0.01505416	0.015830624	0.018964739	0.012802304	0.01450189	0.015811751	0.017295313
39	3	0.038088371	0.047320723	0.041099984	0.045085623	0.04434059	0.041788248	0.047345991	0.041188821	0.038987666	0.046242471	0.04330716
39	4	0.121044452	0.143594465	0.139822219	0.125532619	0.143175825	0.129845208	0.145049666	0.123535507	0.142334953	0.132152348	0.133195375
40	1	0.00202884	0.002061022	0.002085372	0.002543681	0.002027769	0.001706869	0.00282374	0.001760622	0.001559248	0.002684321	0.003264086
40	2	0.01403686	0.016304262	0.014753839	0.015248605	0.013868793	0.014430636	0.019060039	0.012352792	0.01316619	0.017169816	0.018073631
40	3	0.039425147	0.045169781	0.043968875	0.03933645	0.043569449	0.039058362	0.052516884	0.039881822	0.038542602	0.043404485	0.045328362
40	4	0.130954525	0.133463567	0.144255607	0.139185713	0.147636131	0.142469047	0.138334403	0.125364902	0.127171428	0.126225515	0.138693037
41	1	0.002071664	0.002075236	0.001940109	0.002244425	0.001830625	0.001386831	0.002426652	0.001846953	0.001500249	0.002669342	0.003169557
41	2	0.014518987	0.01523378	0.014624662	0.017486172	0.015291233	0.012922958	0.016868135	0.014089726	0.012689154	0.016102765	0.017602095
41	3	0.040631333	0.043349753	0.043360795	0.04084939	0.040650131	0.041158274	0.047345991	0.040082002	0.036495304	0.046520705	0.043566868
41	4	0.128830938	0.155046785	0.138988591	0.149425534	0.156854097	0.148330116	0.15624177	0.133355783	0.141930592	0.122381083	0.138621523
42	1	0.00207065	0.002032594	0.002025311	0.002618495	0.002013688	0.001935468	0.002573722	0.001810432	0.001441251	0.00276521	0.003186951
42	2	0.014319106	0.016715986	0.014790746	0.014999987	0.015528307	0.014107563	0.017058735	0.012991321	0.013023079	0.016329109	0.017698675
42	3	0.040253254	0.046162524	0.043438754	0.046749858	0.045497301	0.041158274	0.04686122	0.038823515	0.042103119	0.044573067	0.0446471
42	4	0.128123075	0.161653892	0.143573547	0.14297824	0.154475267	0.134353722	0.149078823	0.135503715	0.157094117	0.132472717	0.142572687
43	1	0.002136089	0.002146305	0.001975028	0.002423978	0.00187287	0.00152399	0.003073759	0.001748075	0.001508678	0.002726264	0.003187968
43	2	0.013796111	0.01696302	0.014440123	0.013508275	0.014372574	0.011846045	0.019060039	0.012352187	0.013643226	0.016490784	0.017728974
43	3	0.038669764	0.046493438	0.041645697	0.040546802	0.04362453	0.043468177	0.053648017	0.039388372	0.040055821	0.045852943	0.044029824
43	4	0.130600593	0.154606311	0.146983845	0.140323471	0.168896923	0.14652671	0.164747769	0.126114634	0.149006904	0.119497759	0.141303309
44	1	0.002033117	0.002316873	0.002205494	0.002214499	0.002131035	0.001691629	0.002617843	0.001794863	0.001542391	0.002783186	0.00320995
44	2	0.013882591	0.018198191	0.015261319	0.014668495	0.014609647	0.013461415	0.018583538	0.013390916	0.012593747	0.016264439	0.018113399
44	3	0.038960266	0.042357011	0.044483404	0.041303273	0.043459286	0.041788248	0.05106257	0.042690119	0.039610757	0.043627072	0.04561818
44	4	0.128123075	0.142713518	0.144975558	0.139185713	0.141391702	0.14021479	0.149526507	0.133038238	0.152241789	0.126866254	0.141821787
45	1	0.002125129	0.002544296	0.002121688	0.002349164	0.001825931	0.00155447	0.002735498	0.00180882	0.001390681	0.002726264	0.003225926
45	2	0.013705516	0.016386607	0.014827654	0.014502749	0.014728184	0.011738354	0.017439936	0.012039784	0.01383404	0.01480937	0.017806617
45	3	0.038538786	0.045335238	0.043719406	0.039941626	0.041641597	0.042418221	0.057849368	0.039251663	0.040500886	0.043905306	0.044805183
45	4	0.13272418	0.144034939	0.148764778	0.154355818	0.141243026	0.151936927	0.167433873	0.139811461	0.159520281	0.123021822	0.140346805
46	1	0.002173622	0.001904668	0.002049056	0.002064871	0.002018382	0.00166115	0.002706084	0.001771342	0.001525534	0.002849095	0.00317605
46	2	0.014258918	0.017457088	0.015205957	0.015828715	0.015083794	0.012169119	0.018678838	0.012830835	0.014645001	0.01619977	0.01814938
46	3	0.040064408	0.053442635	0.044202752	0.042816213	0.047039582	0.041158274	0.053324836	0.039671202	0.040856938	0.045296475	0.045877888
46	4	0.125645557	0.137868306	0.144066146	0.167250408	0.147784808	0.145625007	0.152660296	0.130347705	0.144963297	0.119818129	0.144566148
47	1	0.002075844	0.002473226	0.002145433	0.002543681	0.001943279	0.00158495	0.002985517	0.001829954	0.001660388	0.002654362	0.003169711
47	2	0.013957982	0.016057227	0.014956831	0.015745842	0.014283671	0.013138341	0.020966043	0.013299173	0.013786337	0.017105146	0.018041438
47	3	0.039120178	0.052118978	0.043017775	0.044177859	0.044671078	0.04745801	0.050093028	0.040543158	0.041569041	0.045352122	0.045004668
47	4	0.127061282	0.173106211	0.145884971	0.157389839	0.148230838	0.169970984	0.16922461	0.129639021	0.147389461	0.124143115	0.145406441
48	1	0.0021925	0.002857003	0.002110514	0.002349164	0.002018382	0.00153923	0.002867861	0.001821381	0.001609818	0.00278019	0.003266221
48	2	0.014134743	0.018033502	0.015750345	0.015828715	0.015854282	0.014215254	0.019822441	0.013016345	0.014263372	0.016038095	0.018130442
48	3	0.039693949	0.052118978	0.046822174	0.04796021	0.040925538	0.042418221	0.052840065	0.040196028	0.042370158	0.047577993	0.045813902
48	4	0.135201698	0.16033247	0.153690764	0.157389839	0.154475267	0.164109915	0.159375559	0.140620204	0.168416216	0.136156965	0.146541731
49	1	0.002177457	0.002188947	0.002070008	0.002349164	0.002013688	0.001737349	0.002750205	0.001766949	0.001458108	0.00276521	0.003311801
49	2	0.014820238	0.017457088	0.015058327	0.015248605	0.015143062	0.01550755	0.01934594	0.013176875	0.012927672	0.016038095	0.018976934
49	3	0.041423272	0.048975294	0.045652789	0.04796021	0.045717626	0.043888159	0.053486427	0.042060542	0.040856938	0.048913516	0.047138786
49	4	0.135555629	0.161213418	0.157366308	0.15170105	0.157597481	0.155543738	0.167433873	0.135969932	0.153252691	0.135836595	0.151762274
50	1	0.002061495	0.002444798	0.002262762	0.002214499	0.001830625	0.00153923	0.003029638	0.001755016	0.001862669	0.002843103	0.003201229
50	2	0.013980159	0.018033502	0.016442364	0.014005512	0.015587575	0.014646019	0.020680142	0.012713973	0.013118486	0.017654839	0.018244065
